store_number,store_name,store_type,street_address,city,state,zip,has_15O,has_34O,has_15U,has_34U,current_sku_count,on_endcap_no_catalyst,endcap_recommended_qty,latitude,longitude
3,COMMERCE GA,Supercenter,30983 HIGHWAY 441 S,COMMERCE,GA,30529,,,,,0,Y,9,34.2134,-83.448
9,SIKESTON MO,Supercenter,1303 S MAIN ST,SIKESTON,MO,63801,Y,,,,1,,9,36.895243596634,-89.594946990979
11,MOUNTAIN HOME AR,Supercenter,65 WALMART DR,MOUNTAIN HOME,AR,72653,Y,,Y,,2,,9,36.357159916331,-92.341257414719
13,CARTHAGE MO,Supercenter,2705 GRAND AVE,CARTHAGE,MO,64836,Y,,,,1,,9,37.141925105079,-94.310564356172
15,WEST PLAINS MO,Supercenter,1310 PREACHER ROE BLVD,WEST PLAINS,MO,65775,Y,,,,1,,9,36.715528102658,-91.87370039355
18,NEWPORT AR,Supercenter,1211 HIGHWAY 367 N,NEWPORT,AR,72112,,,,,0,Y,9,35.5988,-91.2571
20,CLINTON MO,Supercenter,1712 E OHIO ST,CLINTON,MO,64735,Y,,,,1,,9,38.366174724736,-93.751482251352
22,PRYOR OK,Supercenter,4901 S MILL ST,PRYOR,OK,74361,,,,,0,Y,9,36.2921,-95.3129
23,RUSTON LA,Supercenter,1201 N SERVICE RD E,RUSTON,LA,71270,Y,,,,1,,9,32.540758354986,-92.621737057759
25,MEXICO MO,Supercenter,4820 S CLARK ST,MEXICO,MO,65265,Y,,,,1,,9,39.119621400504,-91.893358352265
26,LEAVENWORTH KS,Supercenter,5000 10TH AVE,LEAVENWORTH,KS,66048,Y,Y,,,2,,9,39.269398182467,-94.928059814518
28,MIAMI OK,Supercenter,2415 N MAIN ST,MIAMI,OK,74354,Y,,,Y,2,,9,36.903186533862,-94.877657031957
31,POTEAU OK,Supercenter,3108 N BROADWAY ST,POTEAU,OK,74953,Y,,,,1,,9,35.084494487224,-94.629919509547
33,NASHVILLE AR,Supercenter,1710 S 4TH ST,NASHVILLE,AR,71852,,,,,0,Y,9,33.9576,-93.8707
34,NEVADA MO,Supercenter,2250 LINCOLN AVE,NEVADA,MO,64772,Y,Y,,,2,,9,37.8381108,-94.3596185
35,MANHATTAN KS,Supercenter,101 BLUEMONT AVE,MANHATTAN,KS,66502,Y,,,,1,,9,39.18661082306,-96.558839603961
37,FARMINGTON MO,Supercenter,707 WALTON DR,FARMINGTON,MO,63640,Y,,,,1,,9,37.78822132698,-90.434743501981
38,IDABEL OK,Supercenter,1907 SE WASHINGTON ST,IDABEL,OK,74745,Y,,,,1,,9,33.895580478974,-94.804166442089
39,FORT SCOTT KS,Supercenter,2500 S MAIN ST,FORT SCOTT,KS,66701,,,,,0,Y,9,37.8216,-94.7148
41,BARTLESVILLE OK,Supercenter,4000 SE GREEN COUNTRY RD,BARTLESVILLE,OK,74006,Y,,,,1,,9,36.739505951647,-95.932668805502
42,COFFEYVILLE KS,Supercenter,1863 CR 5300,COFFEYVILLE,KS,67337,Y,,Y,,2,,9,37.0372999,-95.6163634
47,SALLISAW OK,Supercenter,1101 W RUTH AVE,SALLISAW,OK,74955,Y,,,,1,,9,35.4587305,-94.7879436
48,MONETT MO,Supercenter,885 E US HIGHWAY 60,MONETT,MO,65708,Y,,,,1,,9,36.91406185059,-93.914295819521
49,HUGO OK,Supercenter,1911 E JACKSON ST,HUGO,OK,74743,Y,,,,1,,9,34.0106208,-95.513122
50,VINITA OK,Supercenter,268 S 7TH ST,VINITA,OK,74301,Y,Y,,,2,,9,36.6408372,-95.156363
51,FULTON MO,Supercenter,1701 N BLUFF ST,FULTON,MO,65251,Y,,,,1,,9,38.863447306384,-91.943992988699
52,HOT SPRINGS AR,Supercenter,1601 ALBERT PIKE RD,HOT SPRINGS,AR,71913,Y,,,,1,,9,34.493025519821,-93.089454900298
54,SPRINGDALE AR,Supercenter,2004 S PLEASANT ST,SPRINGDALE,AR,72764,Y,,,,1,,9,36.167225631236,-94.143684092897
55,BOONEVILLE AR,Supercenter,1400 EAST MAIN ST,BOONEVILLE,AR,72927,,,,,0,Y,9,35.1364,-93.9274
56,AVA MO,Supercenter,1309 NW 12TH AVE,AVA,MO,65608,,Y,,,1,,9,36.9519236,-92.6600096
57,WALNUT RIDGE AR,Wal-Mart,1600 W MAIN ST,WALNUT RIDGE,AR,72476,,,,,0,Y,9,36.0244,-90.9288
63,WAGONER OK,Supercenter,410 S DEWEY AVE,WAGONER,OK,74467,,,,,0,Y,9,35.9549,-95.354
64,BROWNSVILLE TN,Supercenter,1100 S DUPREE AVE,BROWNSVILLE,TN,38012,Y,,,,1,,9,35.5939671,-89.262291
65,SULLIVAN MO,Supercenter,350 PARK RIDGE RD,SULLIVAN,MO,63080,Y,,,,1,,9,38.221137627635,-91.157828716071
68,WYNNE AR,Supercenter,800 HIGHWAY 64 E,WYNNE,AR,72396,Y,,,,1,,9,35.251492644232,-90.969006275442
70,WEST MEMPHIS AR,Supercenter,798 W SERVICE RD,WEST MEMPHIS,AR,72301,Y,,,,1,,9,35.167468623699,-90.200475338517
71,POCAHONTAS AR,Supercenter,1415 HIGHWAY 67 S,POCAHONTAS,AR,72455,,Y,,,1,,9,36.251579339012,-90.96418771098
72,PITTSBURG KS,Supercenter,2710 N BROADWAY ST,PITTSBURG,KS,66762,Y,,,Y,2,,9,37.433756473996,-94.704844455626
73,SAPULPA OK,Supercenter,1002 W TAFT ST,SAPULPA,OK,74066,Y,,,,1,,9,36.0005035,-96.1049612
74,OSCEOLA AR,Supercenter,2720 W KEISER AVE,OSCEOLA,AR,72370,,,,,0,Y,9,35.7019,-89.9798
76,BERRYVILLE AR,Supercenter,1000 W TRIMBLE AVE,BERRYVILLE,AR,72616,Y,,,,1,,9,36.37916746527,-93.58759049938
81,STILWELL OK,Supercenter,84127 HIGHWAY 59,STILWELL,OK,74960,Y,,,,1,,9,35.814431,-94.6286156
82,PERRYVILLE MO,Supercenter,1750 S PERRYVILLE BLVD,PERRYVILLE,MO,63775,Y,,,,1,,9,37.699449710427,-89.897691883748
89,CAMDENTON MO,Supercenter,94 CECIL ST,CAMDENTON,MO,65020,Y,,,,1,,9,38.023068700085,-92.724986625961
91,FORREST CITY AR,Supercenter,205 DEADRICK RD,FORREST CITY,AR,72335,Y,,,,1,,9,35.029869656361,-90.792713472752
92,AURORA MO,Supercenter,3020 S ELLIOTT AVE,AURORA,MO,65605,,,,,0,Y,9,36.9709,-93.718
93,COVINGTON TN,Supercenter,201 LANNY BRIDGES AVE,COVINGTON,TN,38019,Y,,,,1,,9,35.545101877955,-89.662395623527
94,MILLINGTON TN,Supercenter,8445 US HIGHWAY 51 N,MILLINGTON,TN,38053,Y,,,,1,,9,35.356869212815,-89.894853902272
95,DESLOGE MO,Supercenter,407 N STATE ST,DESLOGE,MO,63601,Y,,,,1,,9,37.878823170462,-90.511876406269
97,RIPLEY TN,Supercenter,628 HIGHWAY 51 N,RIPLEY,TN,38063,,Y,,,1,,9,35.7453551,-89.5297973
98,BASTROP LA,Supercenter,6091 MER ROUGE RD,BASTROP,LA,71220,Y,,,,1,,9,32.773473068324,-91.870586158344
101,ROLLA MO,Supercenter,500 S BISHOP AVE,ROLLA,MO,65401,Y,,,,1,,9,37.938961478815,-91.777394476548
104,MILAN TN,Supercenter,15427 S FIRST ST,MILAN,TN,38358,Y,,,,1,,9,35.876830397914,-88.744942731858
105,CORINTH MS,Supercenter,2301 S HARPER RD,CORINTH,MS,38834,Y,,,,1,,9,34.9343599,-88.5223353
106,FULTON KY,Supercenter,1405 MIDDLE RD,FULTON,KY,42041,,,,,0,Y,9,36.5475,-88.8749
108,GUTHRIE OK,Supercenter,1608 S DIVISION ST,GUTHRIE,OK,73044,Y,,,,1,,9,35.862497435126,-97.425317405439
111,CHANUTE KS,Supercenter,2700 S SANTA FE AVE,CHANUTE,KS,66720,Y,,,,1,,9,37.653822602069,-95.452560912499
112,STARKVILLE MS,Supercenter,1010 HIGHWAY 12 W,STARKVILLE,MS,39759,Y,,,,1,,9,33.443866111323,-88.848320519348
113,CHICKASHA OK,Supercenter,2001 S 1ST ST,CHICKASHA,OK,73018,Y,,,,1,,9,35.03047932172,-97.9325255528
114,BOONEVILLE MS,Supercenter,300 WALMART CIR,BOONEVILLE,MS,38829,,,,,0,Y,9,34.6694,-88.5443
115,"WEST POINT, MS",Supercenter,5509 HIGHWAY 45 ALT S,WEST POINT,MS,39773,,,,,0,Y,9,33.6076,-88.6503
117,BROKEN BOW OK,Wal-Mart,501 S PARK DR,BROKEN BOW,OK,74728,,,,,0,Y,9,34.027,-94.7623
120,HUMBOLDT TN,Supercenter,2716 N CENTRAL AVE,HUMBOLDT,TN,38343,Y,,,,1,,9,35.841828764213,-88.914822792996
121,OKMULGEE OK,Supercenter,1800 S WOOD DR,OKMULGEE,OK,74447,Y,,,,1,,9,35.604713701945,-95.961905968211
123,SEMINOLE OK,Supercenter,1500 E WRANGLER BLVD,SEMINOLE,OK,74868,Y,,,,1,,9,35.246535096663,-96.653896689813
124,LITTLE ROCK AR,Supercenter,8801 BASELINE RD,LITTLE ROCK,AR,72209,Y,,,,1,,9,34.67004733373,-92.376790275453
126,LITTLE ROCK AR,Supercenter,2700 S SHACKLEFORD RD,LITTLE ROCK,AR,72205,Y,,,,1,,9,34.729357035306,-92.394929383139
127,MALVERN AR,Supercenter,1910 MARTIN LUTHER KING BLVD,MALVERN,AR,72104,Y,,,,1,,9,34.3625823,-92.8092694
128,"JONESBORO (W), AR",Supercenter,1911 W PARKER RD,JONESBORO,AR,72404,,Y,,,1,,9,35.823543261529,-90.740870098844
129,ARDMORE OK,Supercenter,1715 N COMMERCE ST,ARDMORE,OK,73401,Y,,,,1,,9,34.192524184758,-97.14321756532
130,MUSKOGEE OK,Supercenter,1000 W SHAWNEE ST,MUSKOGEE,OK,74401,Y,,,Y,2,,9,35.769848938345,-95.3741180794
131,MT PLEASANT TX,Supercenter,2311 S JEFFERSON AVE,MOUNT PLEASANT,TX,75455,Y,,,,1,,9,33.135859526631,-94.968119483836
132,KINGFISHER OK,Supercenter,200 STARLITE DR,KINGFISHER,OK,73750,Y,,,,1,,9,35.827674443954,-97.934129166374
134,ELK CITY OK,Supercenter,210 REGIONAL DR,ELK CITY,OK,73644,Y,,,,1,,9,35.410131007252,-99.378370424075
135,CHILLICOTHE MO,Supercenter,1000 GRAVES ST,CHILLICOTHE,MO,64601,,,,,0,Y,9,39.7966,-93.5509
136,BLACKWELL OK EF,Wal-Mart,1219 W DOOLIN AVE,BLACKWELL,OK,74631,,,,,0,Y,9,36.8006,-97.2867
137,STILLWATER OK,Supercenter,111 N PERKINS RD,STILLWATER,OK,74075,Y,,,,1,,9,36.124493008467,-97.051391141696
139,PURCELL OK,Supercenter,2015 S GREEN AVE,PURCELL,OK,73080,Y,,,,1,,9,34.987505751148,-97.368055920343
140,LUFKIN TX,Supercenter,2500 DANIEL MCCALL DR,LUFKIN,TX,75904,Y,,,,1,,9,31.3386242,-94.7288558
141,"FORT SMITH, AR",Supercenter,8301 ROGERS AVE,FORT SMITH,AR,72903,Y,Y,,Y,3,,9,35.348246433652,-94.34049626221
145,BOWLING GREEN MO,Supercenter,3 TOWN CENTER DR,BOWLING GREEN,MO,63334,Y,,,,1,,9,39.3419891,-91.1951437
146,GILMER TX,Supercenter,1102 US HIGHWAY 271 NORTH,GILMER,TX,75644,Y,,,,1,,9,32.737777074387,-94.942371003292
148,PARIS TX,Supercenter,3855 LAMAR AVE,PARIS,TX,75462,Y,,,,1,,9,33.6617962,-95.555513
149,"JONESBORO, LA",Supercenter,184 OLD WINNFIELD RD,JONESBORO,LA,71251,Y,,,,1,,9,32.2483,-92.6944
150,WOODWARD OK,Supercenter,3215 WILLIAMS AVE,WOODWARD,OK,73801,Y,,Y,Y,3,,9,36.414139989786,-99.38131206872
151,MCALESTER OK,Supercenter,432 S GEORGE NIGH EXPY,MCALESTER,OK,74501,Y,,,Y,2,,9,34.918273422928,-95.744801365934
152,DESOTO MO,Supercenter,12862 STATE ROUTE 21,DE SOTO,MO,63020,Y,,,,1,,9,38.150791504213,-90.576938705268
154,ABINGDON VA,Supercenter,16032 FIFTEEN MILE BOULEVARD,ABINGDON,VA,24211,Y,,,,1,,9,36.7104018,-81.975249
155,SENATOBIA MS,Supercenter,5219 HIGHWAY 51 N,SENATOBIA,MS,38668,,,,,0,Y,9,34.6323,-89.8855
158,BONHAM TX,Supercenter,2021 N STATE HIGHWAY 121,BONHAM,TX,75418,Y,,,,1,,9,33.62504895601,-96.189470768987
161,HUNTINGDON TN,Supercenter,180 VETERANS DR N,HUNTINGDON,TN,38344,,Y,,,1,,9,35.995672791778,-88.437152264096
162,"ANADARKO, OK",Supercenter,1201 W PETREE RD,ANADARKO,OK,73005,Y,,,,1,,9,35.0725323,-98.243981
163,NACOGDOCHES TX,Supercenter,4810 NORTH ST,NACOGDOCHES,TX,75965,Y,,,,1,,9,31.648995475704,-94.655242382499
164,PONTOTOC MS,Supercenter,100 MCCORD RD,PONTOTOC,MS,38863,Y,,,,1,,9,34.286062768806,-89.024196893305
166,HOUSTON MO,Supercenter,1433 S SAM HOUSTON BLVD,HOUSTON,MO,65483,Y,,,,1,,9,37.320210063079,-91.958542740116
167,CROSSETT AR,Supercenter,910 UNITY RD,CROSSETT,AR,71635,Y,,,,1,,9,33.1263899,-91.96297
169,LONOKE AR,Supercenter,322 BROWNSVILLE LOOP,LONOKE,AR,72086,,,,,0,Y,9,34.7832,-91.9214
171,"CAMDEN, AR",Supercenter,950 CALIFORNIA AVE SW,CAMDEN,AR,71701,,,,,0,Y,9,33.5948,-92.8513
172,WASHINGTON MO,Supercenter,1701 A ROY DR,WASHINGTON,MO,63090,Y,,,,1,,9,38.540292804083,-90.991609003568
173,POTOSI MO,Supercenter,1 MEMORIAL DR,POTOSI,MO,63664,,,,,0,Y,9,37.9549,-90.8415
175,COLLIERVILLE TN,Supercenter,560 W POPLAR AVE,COLLIERVILLE,TN,38017,Y,Y,,,2,,9,35.04596221284,-89.681002214792
178,"ALVA, OK",Supercenter,914 E OKLAHOMA BLVD,ALVA,OK,73717,,,,,0,Y,9,36.8016,-98.6722
181,NEW BOSTON TX,Supercenter,800 JAMES BOWIE DR,NEW BOSTON,TX,75570,Y,,,,1,,9,33.4598415,-94.4154787
182,GREENVILLE MS,Supercenter,1831 HIGHWAY 1 S,GREENVILLE,MS,38701,Y,Y,,,2,,9,33.369305232014,-91.040195911237
183,LOUISVILLE MS,Supercenter,159 HIGHWAY 15 S,LOUISVILLE,MS,39339,Y,,,,1,,9,33.1234879,-89.053243
184,BLUE SPRINGS MO,Supercenter,600 NE CORONADO DR,BLUE SPRINGS,MO,64014,Y,Y,,,2,,9,39.026772261947,-94.254719369901
185,GAINESVILLE TX,Supercenter,1800 LAWRENCE ST,GAINESVILLE,TX,76240,,Y,,,1,,9,33.6248484,-97.142753
188,CAPE GIRARDEAU MO,Supercenter,3439 WILLIAM ST,CAPE GIRARDEAU,MO,63701,,,Y,Y,2,,9,37.302790124581,-89.582071620927
189,KIRKSVILLE MO,Supercenter,2206 N BALTIMORE ST,KIRKSVILLE,MO,63501,Y,,,,1,,9,40.217896881527,-92.582656966928
194,BAYTOWN TX,Supercenter,4900 GARTH RD,BAYTOWN,TX,77521,Y,,,,1,,9,29.775437508558,-94.977605418993
197,MACOMB IL,Supercenter,1730 E JACKSON ST,MACOMB,IL,61455,Y,,,,1,,9,40.45865225228,-90.64168039725
199,LINCOLN IL,Supercenter,825 MALERICH DR,LINCOLN,IL,62656,Y,,Y,,2,,9,40.153989663346,-89.396444150576
200,JACKSONVILLE IL,Supercenter,1941 W MORTON AVE,JACKSONVILLE,IL,62650,Y,,,Y,2,,9,39.722955841858,-90.268283596843
203,BROOKFIELD MO,Supercenter,937 PARK CIRCLE DR,BROOKFIELD,MO,64628,,,,,0,Y,9,39.7846,-93.0719
204,PRINCETON KY,Supercenter,1500 US HIGHWAY 62 W,PRINCETON,KY,42445,Y,,,,1,,9,37.106924301043,-87.911580886945
205,PHILADELPHIA MS,Supercenter,1002 W BEACON ST,PHILADELPHIA,MS,39350,Y,,,,1,,9,32.769966774686,-89.128676548415
207,CLEVELAND OK,Supercenter,772 N AIRPORT RD,CLEVELAND,OK,74020,Y,,,,1,,9,35.2301869,-97.3109151
209,OZARK AR,Wal-Mart,1516 N 18TH ST,OZARK,AR,72949,Y,,,,1,,9,35.502380802952,-93.844742149281
210,HOLDENVILLE OK,Wal-Mart,500 EAST HIGHWAY 270,HOLDENVILLE,OK,74848,,,,,0,Y,9,35.0839,-96.377
211,HILLSBORO TX,Supercenter,401 COKE AVE,HILLSBORO,TX,76645,,,,,0,Y,9,32.0149,-97.1198
213,LITCHFIELD IL,Supercenter,1205 W FERDON ST,LITCHFIELD,IL,62056,Y,Y,,,2,,9,39.18278302622,-89.668770110341
214,JASPER TX,Supercenter,800 W GIBSON ST,JASPER,TX,75951,,,,,0,Y,9,30.8673,-93.9977
218,SELMER TN,Supercenter,1017 MULBERRY AVE,SELMER,TN,38375,Y,,,,1,,9,35.139529566547,-88.571585820243
222,SPARTA IL,Supercenter,1410 N MARKET ST,SPARTA,IL,62286,,,,,0,Y,9,38.1318,-89.7035
224,"MT. VERNON, IL.",Supercenter,110 DAVIDSON RD,MOUNT VERNON,IL,62864,,,,,0,Y,9,38.317,-88.9105
225,SULPHUR OK.,Supercenter,2705 W BROADWAY AVE,SULPHUR,OK,73086,,Y,,,1,,9,34.5096839,-96.974653
226,"ATLANTA, TX.",Supercenter,201 LOOP 59,ATLANTA,TX,75551,Y,,,,1,,9,33.1162131,-94.1663493
228,CLEBURNE TX.,Supercenter,1616 W HENDERSON ST,CLEBURNE,TX,76033,Y,,,,1,,9,32.3474463,-97.3865494
229,TRUMANN AR.,Supercenter,512 INDUSTRIAL PARK DR,TRUMANN,AR,72472,Y,,,,1,,9,35.689403131052,-90.526079688426
230,PARIS AR.,Wal-Mart,1501 E WALNUT ST,PARIS,AR,72855,,,,,0,Y,9,35.2941,-93.7265
231,ADA OK.,Supercenter,1419 N COUNTRY CLUB RD,ADA,OK,74820,,,,,0,Y,9,34.78,-96.6924
233,"ANNA, IL.",Supercenter,300 LEIGH AVE,ANNA,IL,62906,Y,,,,1,,9,37.462484911198,-89.222602071375
234,"KANSAS CITY, MO.",Supercenter,8301 N CHURCH RD,KANSAS CITY,MO,64158,Y,Y,Y,,3,,9,39.2417756015,-94.461450265941
236,CROCKETT TX.,Supercenter,1225 E LOOP 304,CROCKETT,TX,75835,,,,,0,Y,9,31.3208,-95.3928
237,HARRISBURG IL.,Supercenter,710 S COMMERCIAL ST,HARRISBURG,IL,62946,Y,,,Y,2,,9,37.732924908483,-88.534299782413
238,PULASKI TN.,Supercenter,1655 W COLLEGE ST,PULASKI,TN,38478,,,,,0,Y,9,35.2093,-87.0393
239,"KOSCIUSKO, MS.",Supercenter,220 VETERANS MEMORIAL DR,KOSCIUSKO,MS,39090,Y,Y,Y,,3,,9,33.057408399511,-89.569104820186
240,COMMERCE TX.,Supercenter,2701 STATE HIGHWAY 50,COMMERCE,TX,75428,Y,,,,1,,9,33.2493,-95.9097
242,PAOLA KS.,Supercenter,310 HEDGE LN,PAOLA,KS,66071,,,,,0,Y,9,38.572,-94.8937
244,WINNFIELD LA.,Supercenter,5940 HIGHWAY 167 N,WINNFIELD,LA,71483,Y,Y,Y,,3,,9,31.950919775507,-92.653715029823
247,HENRYETTA OK.,Wal-Mart,605 E MAIN ST,HENRYETTA,OK,74437,,,,,0,Y,9,35.4622,-96.0122
249,CLEVELAND TX.,Supercenter,831 HIGHWAY 59 S,CLEVELAND,TX,77327,,Y,,,1,,9,30.3414794,-95.0900115
250,WARSAW MO.,Supercenter,103 W POLK ST,WARSAW,MO,65355,,,,,0,Y,9,38.2431,-93.3819
251,MINEOLA TX.,Supercenter,135 NE LOOP 564,MINEOLA,TX,75773,Y,,,,1,,9,32.688040493245,-95.483784056968
252,"DU QUOIN, IL.",Supercenter,215 E GRANTWAY ST,DU QUOIN,IL,62832,,,,,0,Y,9,38.0137,-89.2333
254,OLNEY IL.,Supercenter,1001 NORTH WEST,OLNEY,IL,62450,Y,,,,1,,9,38.744778490396,-88.094605812816
256,"GLEN CARBON, IL.",Supercenter,400 JUNCTION DR,GLEN CARBON,IL,62034,,,,Y,1,,9,38.77782728729,-89.958432463085
257,MORGANFIELD KY.,Supercenter,901 US HIGHWAY 60 E,MORGANFIELD,KY,42437,Y,Y,,,2,,9,37.6833776,-87.9166916
261,HOT SPRINGS AR.,Supercenter,4019 CENTRAL AVE,HOT SPRINGS,AR,71913,Y,,,,1,,9,34.454927952128,-93.064165787783
263,,,,,,,Y,Y,,,2,,9,33.1505998,-96.8238183
264,DICKSON TN,Supercenter,175 BEASLEY DR,DICKSON,TN,37055,Y,,,,1,,9,36.061687381753,-87.380709955756
268,SAVANNAH TN,Supercenter,175 JI BELL LN,SAVANNAH,TN,38372,Y,,,,1,,9,35.225126779719,-88.216360707836
269,"LAWTON, OK",Supercenter,1002 NW SHERIDAN RD,LAWTON,OK,73505,Y,,,,1,,9,34.618935579125,-98.422455046641
271,BOWIE TX,Supercenter,1341 HIGHWAY 287 N,BOWIE,TX,76230,Y,,,,1,,9,33.4198886,-94.4479626
273,FULTON MS,Supercenter,100 INTERCHANGE DR,FULTON,MS,38843,,,,,0,Y,9,34.2745,-88.3793
274,IUKA MS,Wal-Mart,1110 BATTLEGROUND DR,IUKA,MS,38852,,,,,0,Y,9,34.8089,-88.1983
275,LIVINGSTON TX,Supercenter,1620 W CHURCH ST,LIVINGSTON,TX,77351,Y,,,,1,,9,30.711150021108,-94.951200922964
276,STIGLER OK,Supercenter,1312 E MAIN ST,STIGLER,OK,74462,Y,,,,1,,9,35.253459267302,-95.110842473052
278,SHREVEPORT LA,Supercenter,1645 E BERT KOUNS INDUSTRIAL L,SHREVEPORT,LA,71105,,,,,0,Y,9,32.4589,-93.7143
279,DE QUEEN AR,Supercenter,926 E COLLIN RAYE DR,DE QUEEN,AR,71832,,Y,,,1,,9,34.045452900382,-94.317646829349
280,ROCKDALE TX,Supercenter,709 W US HIGHWAY 79,ROCKDALE,TX,76567,,,,,0,Y,9,30.6583,-97.0079
281,HEBER SPRINGS AR.,Supercenter,1500 HWY 25B,HEBER SPGS,AR,72543,,,,,0,Y,9,35.5103,-92.0392
286,ENNIS TX,Supercenter,700 E ENNIS AVE,ENNIS,TX,75119,Y,,,,1,,9,32.331501783503,-96.619801515271
288,WOODVILLE TX,Supercenter,115 COBB MILL RD,WOODVILLE,TX,75979,,,,,0,Y,9,30.7752,-94.4155
292,LOCKHART TX,Supercenter,1904 S COLORADO ST,LOCKHART,TX,78644,,,,,0,Y,9,29.8868,-97.6769
293,NAVASOTA TX,Wal-Mart,1712 E WASHINGTON AVE,NAVASOTA,TX,77868,Y,,,,1,,9,30.396415279457,-96.072498982112
294,"CENTRAL CITY, KY",Supercenter,1725 WEST EVERELY BR,CENTRAL CITY,KY,42330,,,,,0,Y,9,37.3007,-87.1202
296,DARDANELLE AR,Supercenter,1172 N STATE HIGHWAY 7,DARDANELLE,AR,72834,,,,,0,Y,9,35.1955,-93.1873
298,BOAZ AL,Supercenter,1972 HWY 431,BOAZ,AL,35957,Y,Y,,Y,3,,9,34.214338085541,-86.156354919788
300,JACKSONVILLE AL,Supercenter,1625 PELHAM RD S,JACKSONVILLE,AL,36265,Y,,,,1,,9,33.786903842877,-85.761249009676
301,GADSDEN AL,Supercenter,340 E MEIGHAN BLVD,GADSDEN,AL,35903,Y,,,,1,,9,33.9845,-85.9077
302,MURPHYSBORO IL,Supercenter,6495 COUNTRY CLUB RD,MURPHYSBORO,IL,62966,Y,,,,1,,9,37.7595171981,-89.280977005085
303,HOLLY SPRINGS MS,Supercenter,950 MACKIE DR,HOLLY SPRINGS,MS,38635,,,,,0,Y,9,34.7471,-89.4897
304,SPRINGFIELD TN,Supercenter,3360 TOM AUSTIN HWY,SPRINGFIELD,TN,37172,Y,,,,1,,9,36.482651529909,-86.886807753354
305,CARTHAGE MS,Supercenter,905 HIGHWAY 16 W,CARTHAGE,MS,39051,Y,Y,,,2,,9,32.7326356,-89.5361825
306,ARAB AL,Supercenter,1450 NO. BRINDLEE MT,ARAB,AL,35016,Y,,,,1,,9,34.3181497,-86.4958219
307,W MONROE LA,Supercenter,1025 GLENWOOD DR,WEST MONROE,LA,71291,Y,,,,1,,9,32.509167905028,-92.156890671733
308,MANCHESTER TN,Supercenter,2518 HILLSBORO BLVD,MANCHESTER,TN,37355,Y,,,,1,,9,35.45540647277,-86.046322123057
309,ABBEVILLE LA,Supercenter,3005 CHARITY STREET,ABBEVILLE,LA,70510,Y,,,,1,,9,29.970509761489,-92.096875209862
310,CROWLEY LA,Supercenter,729 ODD FELLOWS RD,CROWLEY,LA,70526,Y,,,,1,,9,30.230761164364,-92.364357951054
311,FRANKLIN LA EF,Wal-Mart,200 NORTHWEST BLVD,FRANKLIN,LA,70538,Y,,,,1,,9,32.1254252,-91.6778053
314,FAYETTEVILLE TN,Supercenter,1224 HUNTSVILLE HWY,FAYETTEVILLE,TN,37334,Y,,,,1,,9,35.137612839367,-86.567210499988
315,ONEONTA AL,Supercenter,2453 2ND AVE E,ONEONTA,AL,35121,,,,,0,Y,9,33.9259,-86.4741
316,ATTALLA AL,Supercenter,973 GILBERT FERRY RD SE,ATTALLA,AL,35954,,,,,0,Y,9,34.0296,-86.0967
317,VANDALIA IL,Supercenter,201 MATTES AVE,VANDALIA,IL,62471,Y,,,,1,,9,38.965570149318,-89.1323933946
318,ARKADELPHIA AR,Supercenter,109 WP MALONE DR,ARKADELPHIA,AR,71923,,,,,0,Y,9,34.1153,-93.069
321,BRENHAM TX,Supercenter,203 US LOOP 290 WEST,BRENHAM,TX,77833,Y,,,,1,,9,30.1668828,-96.3977442
323,MANSFIELD LA,Supercenter,7292 HWY 509,MANSFIELD,LA,71052,Y,,,,1,,9,32.0218301,-93.7143492
324,BRISTOW OK,Supercenter,105 W HIGHWAY 16,BRISTOW,OK,74010,Y,,,,1,,9,35.841431453794,-96.394151018217
325,RICHMOND MO,Supercenter,908 WALTON WAY,RICHMOND,MO,64085,Y,,,,1,,9,39.265898773013,-93.96380629428
329,ANNISTON AL,Supercenter,5560 MCCLELLAN BLVD,ANNISTON,AL,36206,Y,Y,Y,,3,,9,33.718166269925,-85.818466188913
332,HUNTSVILLE AL,Supercenter,6140A UNIVERSITY DR NW,HUNTSVILLE,AL,35806,,,,,0,Y,9,34.7448,-86.6704
334,CARLINVILLE IL,Supercenter,18600 SHIPMAN BLACKT,CARLINVILLE,IL,62626,Y,,,,1,,9,39.265794167942,-89.898101753272
336,SHERIDAN AR,Supercenter,1308 S ROCK ST,SHERIDAN,AR,72150,,,,,0,Y,9,34.3165,-92.3657
337,FREDERICKTOWN MO,Supercenter,1025 WALTON DR,FREDERICKTOWN,MO,63645,Y,,,,1,,9,37.5597754,-90.294007
341,MARYSVILLE KS,Supercenter,1174 PONY EXPRESS HWY,MARYSVILLE,KS,66508,Y,,,,1,,9,39.841878638543,-96.605152120885
342,HIAWATHA KS,Supercenter,701 HOPI ST,HIAWATHA,KS,66434,,,Y,,1,,9,39.7914,-95.6004
344,EL CAMPO TX,Supercenter,3413 WEST LOOP,EL CAMPO,TX,77437,Y,,,,1,,9,29.1966405,-96.2696867
345,PALESTINE TX,Supercenter,2223 S LOOP 256,PALESTINE,TX,75801,Y,,,Y,2,,9,31.734211311989,-95.614947999765
348,MONTICELLO AR,Supercenter,427 HIGHWAY 425 N,MONTICELLO,AR,71655,Y,,,,1,,9,33.639561122034,-91.801363686477
