product,size,date,rating,title,text,nickname,helpful_yes,helpful_no,photos,fulfilled_by,seller,syndication_source,review_id
Original,15 lbs,2026-07-27,5,CATALYST is great!,"Days of using heavy, odorish, fuming dust, clay litter, are history.  CATALYST litter has a new %26 very happy customer.  Being older %26 handicapped doesn't help, BUT kitties need clean boxes and ours has never been so clean. The smell reminds me days of wood stoves burning or taking a walk through a saw mill.  Lovely fragrance.  Clean up actually pleasant, sift %26 add as needed.  The fact that is light weight is a dream compared to clay.  The kicker with two kitties, there are two behaviors, In a nutshell, 1 cat is extremely picky about his litter box %26 if it isn't up to his standards he will leave unpleasant surprises.  In past with clay base litter, complete changes were needed usually every few days.  BUT with Catalyst we just finished up out first bag after 20 days.  HUGE difference all around.  Kitties has no adjustment in different litter, believing they prefer it as cats like to be clean. Would definitely recommend this.",Shirley,0,0,0,Walmart,Walmart.com,,434076251
Original,34 lbs,2026-07-27,1,,It was delivered in a secondary plastic bag and both bags were torn and it was all over my front porch.,Deb,0,0,0,Walmart,Walmart.com,,434080053
Original,15 lbs,2026-07-27,2,,not at all like the shaved walnut shell i hoped for. this doesn't control odor,anonymous,0,0,0,Walmart,Walmart.com,,434119039
Original,15 lbs,2026-07-27,2,Not a game changer,"This product is OK for urine clumping, not much tracking not much dusting, but it absolutely does not cover up poop smell, covers the urine smell, but it definitely does not cover poop smell. Wish I could just get a product that covers all bases without having to give up one of the other.  I have multiple cats thought this would be a game changer. The urine clumps are very messy and they fall apart as you're scooping plus it sticks to the bottom of the pan not a good product.",shelley,0,0,0,Walmart,Walmart.com,,434140980
Unscented,34 lbs,2026-07-26,5,,"Outstanding, amazing stuff. We keep buying, worth the price.",mark,0,0,0,Walmart,Walmart.com,,433971412
Original,15 lbs,2026-07-26,4,,"I am actually still on the fence… there is an odor that my usual brand, Cedarific , does not have, but this brand does not track as badly…it does clump well but I don't think the bag will last 2 months as advertised…and if it doesn't this is more costly than my regular brand… I would use again in a pinch!",Lisa,0,0,0,Walmart,Walmart.com,,433991457
Original,15 lbs,2026-07-26,5,Much preferred over standard clay liters.,"I have a houseful of cats, each with their own liter box preferences.  I personally love pine pellets for a multi-cat household because there is 0 urine smell and none of the chemical odors from  traditional liters, but some of my cats dont like pellets, so i always have to keep a box or two of 'normal' liter.  Then i found this product.  Soft 'normal' liter with that lovely odor-absorbing wood smell that i love with the pellets.  It clumps great, smells great.  There is a bit of dust, but you're going to have that with any fine liter and personally i'd rather have sawdust than clay dust.",Holly,0,0,0,Walmart,Walmart.com,,434016386
Original,34 lbs,2026-07-26,2,This litter was not for me,"I have four cats two of them did not mind it two of them absolutely hated it and started peeing on everything else, but in the litter box. I could not figure out what was going on, but when I stopped using it, they were fine. It also has a smell that I did not like.",Kristy,0,0,0,Walmart,Walmart.com,,433973317
Unscented,15 lbs,2026-07-25,3,,"Pros: it is super soft on kitties paws, contols urine odor nicely. Long lasting ..
Cons: it smelled very pungent not a suble scent. Super fine dust that tracks and becomes super slippery when wet (as I was mopping)",Kristin,0,0,0,Walmart,Walmart.com,,433885039
Original,34 lbs,2026-07-25,5,,Best cat litter ever. It has no clay dust or fake fragrance smell. My cats love it and so do i!!,Jasen,0,0,0,Walmart,Walmart.com,,433821557
Original,15 lbs,2026-07-25,2,Very dusty,"I prefer natural litter for my cats to use and this is definitely all natural. I didn't realize there was a non-scented version of this however, I don't mind the pine/sawdust scent of this one. The clumping is decent. There's also a lot that comes in the bag. What I don't like is that it doesn't control the feces smell very well. When you empty the litter box, dust flies everywhere. My kitten will do her business and leave paw prints on anything dark afterwards. It tracks horribly even if you have a litter mat under the box. I wouldn't use this indoors and definitely won't be purchasing it again.",Aj,0,0,0,Walmart,Walmart.com,,433820421
Original,15 lbs,2026-07-25,5,,"This is the cat litter I have been looking for. It's lightweight, dust free, clumping and has the best order reduction. My house no longer smells like wet clay litter. I have tried many different brands and this one beats them all hands down. It's even reasonably priced for now.",Clee,0,0,0,Walmart,Walmart.com,,433804588
Original,15 lbs,2026-07-24,5,,Great product.,anonymous,0,0,0,Walmart,Walmart.com,,433666434
Original,34 lbs,2026-07-24,4,Cat litter,The litter boxes don't smell compared to when I was using the clay litter!  I gave a 4 out of 5 because the cats still track it around the house! It does big clumps with the urine but it contains the smell.,Laura,0,0,0,Walmart,Walmart.com,,433747099
Original,15 lbs,2026-07-24,5,Worth the switch!,"My kitties took to this without skipping a beat. I'd been searching for an alternative to clay litter for a long time. I had tried wood pellets in the past, but the lack of clumping made it difficult to clean. This litter gives you the best of both worlds. Just as easy to clean as traditional clay litter, half the weight, a fraction of the cost, and the litter area doesn't smell nearly as disgusting as it used to. 

My partner's cats didn't seem to like this litter nearly as much, and they did make their protest known, so I can't say every cat will immediately take to it, however my two carried on as usual, and have had no issues.",Alyssa,0,0,0,Walmart,Walmart.com,,433778847
Original,15 lbs,2026-07-24,5,,Very pleased with this litter I will not buy any other kind after trying this,Jennifer,0,0,0,Walmart,Walmart.com,,433760157
Unscented,34 lbs,2026-07-23,5,,Much better than traditional litter. Way less dust and no obnoxious smells so long as cat box is cleaned daily.,anonymous,0,0,0,Walmart,Walmart.com,,433536650
Unscented,34 lbs,2026-07-23,5,LOVE Catalyst Pet litter,"I really like this product! There is no litter from my experience that doesn't give off any dust. I like that this is made from wood which is natural and it's super light weight. 

The 30 lb bag is definitely worth the money and lasts a long time (so far 2-3 months) and we have 4 cats. I store my litter in an old litter box as it's easier to maintain plus offers quick access and store the rest away. 

Please keep this product the same in quality and price and you will have a forever customer with me. 🫶🏻",Chloe,0,0,0,Walmart,Walmart.com,,433623518
Unscented,15 lbs,2026-07-23,1,,Order did not arrive.,anonymous,0,0,0,Walmart,Walmart.com,,433640487
Original,15 lbs,2026-07-23,5,The best ever!,This is the only brand I will buy from now on!,Delray210,0,0,0,Walmart,Walmart.com,,433546539
Original,15 lbs,2026-07-23,5,I think I like this cat litter,"So far I really like this cat litter. I feel like I haven't thrown as much away like I do with regular litter. My kittens aren't too sure about it. But the older ones have no problem using it. It's basically sawdust. And very, very low tracking out of the litter box.",anonymous,0,0,0,Walmart,Walmart.com,,433631513
Unscented,15 lbs,2026-07-22,5,Good value,"I like that this litter is safe for my cats and a good price. My one cat doesn't like it so much, but my other two do.",,0,0,0,Walmart,Walmart.com,,433429436
Original,34 lbs,2026-07-22,1,,this is the worst cat litter that i have ever bought. Will never buy again,anonymous,0,0,0,Walmart,Walmart.com,,433439469
Original,15 lbs,2026-07-22,5,,"This is the best cat litter I've ever used! it clumps well and smells like saw wood. it's a fresh smell and better than perfumed clay litter. Catalyst is lightweight so 15 pounds lasts a long time.
make sure you wait for the clumps to form and hold together. if you scoop immediately they'll fall apart.",anonymous,0,0,0,Walmart,Walmart.com,,433492462
Original,34 lbs,2026-07-22,5,,"We really enjoy the natural cat litter! So much less mess, smells good, and takes a lot less to do the job. Our Prince is very happy with it too.",Karen,0,0,0,Walmart,Walmart.com,,433466334
Original,15 lbs,2026-07-22,5,,"Perfect for my two cats! It only really “tracks” if you forget to clean out and replace the litter fully every few weeks. I'm guilty of this but even as it started to track a bit, it wasn't horrible clean up and still neutralized the smell almost as good as fresh out the bag",anonymous,0,0,0,Walmart,Walmart.com,,433460685
Original,34 lbs,2026-07-22,1,,"smells strange,makes a big mess",withers6,0,0,0,Walmart,Walmart.com,,433446217
Original,15 lbs,2026-07-20,5,best cat litter yet,so far best one yet. no stinky cat smell. no dust when cleaning cat litter. no nasty smell of cat pee plus whatever smelly dust they got in there cat litter. and its cheaper in the end run.,Stephanie,0,0,0,Walmart,Walmart.com,,433192876
Original,15 lbs,2026-07-20,5,,we have 9 cats and no litter box smells. Best litter we've found,Sherry,0,0,0,Walmart,Walmart.com,,433130184
Original,15 lbs,2026-07-20,2,Traded one problem for another,"I really wanted to like this product but I traded one problem for another. I chose to try this as my cats were coughing from clay litter. Dust was abound in their litter box area. Yes this is low dust but I traded dust for tracked litter. Owning 2 black cats, I could see exactly where they walked after leaving the litter box AND the litter was visible on their paws. Dust/remnants were visible on their lower legs.   I will not be buying again.",valerie,0,0,0,Walmart,Walmart.com,,433159177
Original,15 lbs,2026-07-20,5,,If I was a cat. you know what? i think I'd use this stuff.,randy,0,0,0,Walmart,Walmart.com,,433175358
Original,15 lbs,2026-07-19,5,,very few words needed.Best cat litter Ever!!,dorothia,0,0,0,Walmart,Walmart.com,,433057147
Original,34 lbs,2026-07-18,5,,I personally can't believe I waited so long to switch to Catalyst cat litter.  there is virtually barely any smell from the litter box. No crunching under my feet on the tile floors in my house. catalyst is very very lightweight bag to carry and it is very easy to clean the litter box because of its lightweight. never again why use the other cat litters. catalyst is by far superior to them all.,,0,0,0,Walmart,Walmart.com,,432943249
Original,15 lbs,2026-07-18,1,Not a Fan,Worst cat litter I've ever bought.  Smells funny ( because it's wood). Doesn't really clump.  Used part of the bag %26 threw the rest out. Back to Scoop Away.,anonymous,0,0,0,Walmart,Walmart.com,,432971933
Original,34 lbs,2026-07-17,5,,Works well but may need a larger slatted scoop for speed.,anonymous,0,0,0,Walmart,Walmart.com,,432778308
